Age,Telephone_Number,Family_Members_with_Passes,Previously_Owned_Passes,Club_Member,Distance_from_Park_km,Pass_Type
20,+1-71811172,2,2,False,37.66992694472372,Silver
49,+1-76367552,2,2,True,38.636695606010214,Gold
52,+1-41446358,2,1,True,16.747326284372637,Gold
55,+1-35807032,0,4,False,0.39131422569110447,Silver
30,+1-36880083,0,0,False,4.212326808080977,None
64,+1-28450067,1,3,False,8.31489623429099,Gold
42,+1-76801243,1,1,False,0.4977966377205644,Silver
26,+1-37760304,0,2,True,7.339444822229095,Gold
21,+1-22316341,1,3,False,22.245032675927185,Silver
31,+1-58771370,0,2,False,4.030702317015837,None
54,+1-72756105,2,3,False,60.36125802322214,None
51,+1-23821115,0,0,True,1.8556452074554968,Silver
28,+1-16661677,2,2,True,44.86534804694629,Gold
58,+1-14585558,1,1,False,17.733521893810007,None
20,+1-60031266,0,1,True,28.46808631385803,Silver
45,+1-21082835,1,1,True,19.818268629546687,Gold
46,+1-65055422,0,1,False,16.76871349753183,None
26,+1-67226685,1,4,True,34.2145567537907,Gold
20,+1-60616284,0,3,False,7.729210515596518,Silver
42,+1-67106551,2,3,True,20.010896094830617,Gold
51,+1-23212583,3,3,False,49.40901912822333,Gold
29,+1-50528363,1,4,False,5.057616620798958,Gold
59,+1-56157513,1,1,False,2.919477755999366,None
26,+1-06714774,0,0,False,27.76097584996306,None
32,+1-75434302,2,1,False,99.37871660060445,None
57,+1-76628577,0,4,False,16.822088731906515,Silver
42,+1-23516143,2,0,True,50.561482066466134,Silver
22,+1-81666071,0,4,True,19.05964862156042,Gold
28,+1-41465437,2,2,False,8.022798589086765,Gold
51,+1-70120273,0,3,False,19.91156900210524,Silver
41,+1-66403641,0,3,True,17.49589625218619,Gold
32,+1-71714307,0,4,False,8.725552236227522,Silver
55,+1-23342833,0,0,False,13.068369673916461,None
25,+1-57633440,2,2,False,14.93205311286599,Silver
22,+1-74223640,0,2,False,58.831758679772456,None
65,+1-44564113,3,1,False,11.022641554833486,Gold
43,+1-06026564,0,1,False,77.76876794049441,None
35,+1-75301532,2,0,False,0.4075595865378362,Silver
23,+1-66170602,1,1,False,4.122570628714586,Silver
54,+1-21435136,0,3,False,0.8235789180638007,None
65,+1-02018433,0,4,False,43.78862841715159,None
30,+1-72315835,2,3,False,3.9905925453094384,Gold
45,+1-31563672,0,2,False,25.60499037689536,None
22,+1-14145753,0,2,True,45.13667980229742,Silver
30,+1-21011480,0,4,False,20.162716894886078,Silver
34,+1-36272714,2,0,False,3.092017809503426,Silver
67,+1-38248510,3,2,True,54.502033600597905,Gold
57,+1-06160334,0,0,False,6.928558516406957,None
62,+1-06117850,0,3,False,2.975690910253705,Silver
49,+1-06728332,0,1,False,43.77032077139937,None
46,+1-78010366,3,4,True,0.8490011837157332,Gold
68,+1-54376051,0,1,True,28.853224561378706,Silver
20,+1-34751445,2,0,False,16.361596694770718,None
57,+1-07246254,1,0,True,17.09604697854161,Gold
51,+1-62132364,2,3,False,48.95567345463565,Silver
57,+1-35646262,2,3,False,1.4346471339071403,Gold
44,+1-57524875,0,0,False,40.602957676162035,None
30,+1-81858341,0,3,True,36.672850276102714,Silver
62,+1-20311013,0,4,False,66.03446210882612,None
50,+1-56663420,1,2,False,25.822735105619056,None
23,+1-76834468,0,4,False,5.234070889589929,Silver
41,+1-76058608,2,0,False,1.4281150268164167,None
36,+1-28387638,0,2,True,17.50268229948861,Silver
33,+1-30532428,0,0,True,38.21123286801916,None
57,+1-52477544,0,4,True,1.296788357343492,Gold
45,+1-01356070,0,0,False,8.560398970951733,None
50,+1-83658164,0,3,True,44.193025459698525,Silver
65,+1-60804706,1,0,False,7.857545337989022,None
58,+1-16685366,0,4,False,14.39545275307577,Silver
30,+1-31874408,2,3,True,41.22073520275892,Gold
60,+1-74575326,0,2,False,16.886012433162268,None
62,+1-16048078,0,4,False,44.2666218390837,Silver
42,+1-87360654,0,1,True,9.450593754547862,Gold
59,+1-07002776,0,1,False,95.15013733520891,None
53,+1-47171430,2,4,True,2.955153324667132,Gold
44,+1-46018461,1,4,False,41.76424870933496,Silver
55,+1-66648131,0,1,False,2.312488925697453,None
24,+1-70842302,1,1,False,55.95314944001611,None
22,+1-71184405,1,1,False,4.40287214632441,None
60,+1-75631058,0,4,False,26.490548797716755,Silver
62,+1-41023687,1,3,False,12.1744598397933,Silver
68,+1-86770816,1,0,False,27.845409625038513,None
48,+1-43002072,0,0,False,1.4700632513632634,None
40,+1-15331154,1,3,False,63.94698843243211,None
59,+1-83401244,3,0,True,37.57479638590313,Gold
27,+1-32805632,0,3,False,12.724438450696837,Silver
49,+1-78086064,0,3,False,19.076653019715312,Silver
60,+1-68751737,2,0,True,29.521837982688066,Gold
47,+1-63718560,0,0,True,28.854731519737797,Silver
56,+1-24608426,1,0,False,30.627536165673085,None
48,+1-72663800,0,2,False,5.050014495477934,Silver
35,+1-42846013,2,0,False,47.27724781856193,None
53,+1-84487160,2,4,False,18.47038607748322,Gold
19,+1-82133214,0,4,False,48.31822058964217,Silver
31,+1-34718074,3,2,False,79.14238995631602,Silver
30,+1-17426357,0,4,False,3.2700720239749437,Silver
46,+1-01768175,1,0,False,13.203537095668302,None
29,+1-03168534,1,2,False,22.71258299410056,Silver
56,+1-03285323,0,1,False,4.347754372510975,None
19,+1-74047312,1,1,False,8.998693377625866,Silver
49,+1-86242372,0,3,False,1.5131974026939825,Silver
30,+1-27661626,0,0,True,34.30895152349651,Silver
63,+1-37752552,2,3,False,20.578726581118737,Gold
44,+1-31016482,0,1,False,0.952958745499484,None
66,+1-13165741,0,4,False,10.857009258702135,Silver
58,+1-30135331,0,2,False,15.734112442564271,Silver
34,+1-87742587,2,1,True,12.582556767432862,Gold
57,+1-67354172,0,3,False,0.5527972265696166,Silver
48,+1-47884166,0,4,False,10.178375981993462,Silver
51,+1-77403327,0,2,False,2.538992072363906,None
41,+1-24155770,1,4,False,0.17420572551288402,Gold
62,+1-41483707,1,1,False,13.07267317932821,Silver
52,+1-57527446,1,4,True,14.655906495657392,Gold
65,+1-58624810,1,4,False,73.76841778467673,Silver
23,+1-77174166,1,3,False,4.119175200191042,Gold
36,+1-20313710,1,4,False,36.16006405810475,Gold
47,+1-26556722,0,2,True,9.177858166596845,Gold
24,+1-76435857,1,1,False,20.648991004841427,None
27,+1-05125135,1,0,False,16.903311735698033,None
58,+1-45578455,2,4,True,19.8507366280537,Gold
49,+1-51300060,0,1,False,43.14124233937153,None
51,+1-51552736,0,4,False,0.5588249131869862,Gold
45,+1-30548876,0,4,False,11.977273298972666,Gold
32,+1-17256543,2,3,False,12.478540537910566,Gold
47,+1-18663451,1,1,False,2.9861071692392325,None
54,+1-33366661,0,2,True,0.32228161684916995,Gold
46,+1-41452543,3,0,False,38.083533572349495,Silver
39,+1-87608856,0,4,True,64.29873729735169,Gold
21,+1-24600486,0,1,True,11.173509345706192,Silver
37,+1-04771648,1,1,False,31.755243125229697,None
49,+1-20360148,1,4,True,159.81854184299908,None
53,+1-03244148,1,0,False,5.382401289409409,Silver
67,+1-41656741,1,4,False,9.716398299342197,Gold
21,+1-66766871,1,0,True,51.12198794231816,None
44,+1-16208205,1,1,False,0.09840438054233287,None
34,+1-30376085,1,4,True,26.944648365055027,Gold
29,+1-12622422,1,1,False,19.504080518312335,Silver
39,+1-44800843,0,4,False,38.266324251283784,Silver
34,+1-18584364,1,4,True,22.584826775193957,Gold
27,+1-77147262,1,2,False,21.780443481021994,None
18,+1-51557407,1,3,True,37.17073341614989,Gold
39,+1-80453143,0,4,False,23.95388036826458,Silver
43,+1-65283427,0,4,False,128.39342193042705,None
35,+1-66762210,1,1,False,35.91811860881739,None
67,+1-43102516,0,0,False,49.3291394917554,None
31,+1-62084173,2,1,False,16.473391635244266,Silver
64,+1-64271043,0,3,False,95.119967881478,None
46,+1-68507132,0,4,False,17.850182226658504,Silver
29,+1-51482118,0,1,False,12.745312240428605,None
53,+1-51201116,0,0,False,84.0708880555469,None
52,+1-23148867,2,3,False,14.199481884707048,Gold
69,+1-44250216,0,3,False,13.652555301875527,None
29,+1-83671627,0,4,False,24.382949604264542,Silver
24,+1-52728201,0,3,False,56.80303922716926,None
46,+1-31333086,2,0,True,12.019336389415969,Gold
28,+1-12763384,0,1,False,53.07137179852505,None
50,+1-46021550,2,3,False,5.336929322354581,Gold
23,+1-51352223,0,2,False,5.683410632685085,Silver
64,+1-83336416,0,1,False,17.986043952075853,None
32,+1-20840008,0,0,False,9.167442746046316,None
49,+1-75553422,0,0,False,19.871051654436776,None
68,+1-64743212,0,4,True,0.3765698596105604,Gold
28,+1-67402330,0,3,False,9.719072975157518,Silver
40,+1-83183357,2,4,False,88.43218250076592,Silver
43,+1-47030260,1,3,True,63.425379614694904,Gold
51,+1-40582535,0,1,False,0.8739888371442441,None
63,+1-13658605,0,4,False,48.94029939416639,None
51,+1-27012267,1,4,False,17.602878115944723,Gold
46,+1-86751028,1,4,False,50.92280591193314,Silver
21,+1-61012587,1,4,True,9.859280276682437,Gold
34,+1-87657518,0,2,False,23.968891607686057,None
52,+1-82812537,0,2,True,128.3262240625146,None
30,+1-05150185,0,4,False,11.87255644171293,Silver
58,+1-76883646,0,3,False,64.81122632632785,None
56,+1-30328437,0,4,False,62.927658640866674,None
32,+1-42171747,0,2,False,5.018596518056277,Silver
46,+1-40152742,3,2,True,8.373414141956399,Gold
46,+1-67385044,0,4,True,4.1081599270782645,Gold
28,+1-66571663,1,4,False,10.191456621026319,Gold
69,+1-13356202,1,3,False,22.260136326334276,Silver
49,+1-80715261,0,2,True,78.96459930686065,None
19,+1-38531838,2,4,True,15.154338723210246,Gold
64,+1-16477337,2,0,False,132.41886269517877,None
31,+1-26773837,0,4,True,15.286603966504801,Gold
37,+1-54340678,0,2,False,26.676876170945313,None
39,+1-28450885,0,0,False,100.37274149692318,None
28,+1-73446664,0,0,False,27.608035388501477,None
44,+1-37005123,0,0,True,14.676871440069446,Silver
20,+1-16021872,0,3,True,22.366669986236584,Gold
34,+1-42541752,1,4,False,23.54214273774873,Silver
61,+1-04118650,0,0,False,3.3297271960606842,None
45,+1-16215771,0,3,True,15.558053385086533,Gold
46,+1-54631287,0,2,False,22.41874334759182,None
38,+1-84466047,1,0,False,45.32311553332695,None
64,+1-61710225,2,4,False,0.18174908610087218,Gold
33,+1-26728022,3,0,False,50.44286952340313,None
54,+1-64316266,0,2,False,9.449929177791557,None
37,+1-16534742,0,2,False,37.699334536727456,None
23,+1-15567370,3,0,False,44.398224708640065,Silver
36,+1-55284062,0,4,True,58.904222907022216,Silver
22,+1-35738756,1,3,False,91.0090778463572,None
20,+1-71467425,1,0,False,69.0813303451592,None
18,+1-47885338,0,2,False,30.087149923884443,None
55,+1-37845244,0,3,False,38.77880444238629,None
32,+1-15867182,0,4,False,36.33191207395849,Silver
51,+1-46367342,0,0,False,21.886686928650263,None
52,+1-47240120,0,2,False,43.90763805804576,None
66,+1-88434346,0,3,False,18.097410407668455,None
42,+1-71376845,0,1,False,51.43796326718968,None
41,+1-74837247,2,3,False,40.85387470688732,Silver
29,+1-60311622,0,2,False,20.18961199652795,None
35,+1-55005683,0,2,False,21.654989683338645,None
32,+1-52380462,0,1,False,30.7432320963817,None
61,+1-11042608,0,1,False,12.152642245324394,None
33,+1-17358676,0,1,False,24.361567441857925,None
44,+1-18012234,0,4,False,69.05769434182173,None
25,+1-50758463,3,2,True,11.17734656124274,Gold
63,+1-55357418,0,0,False,35.078494224519886,None
42,+1-33653526,1,4,False,1.220017810403664,Gold
34,+1-52041663,1,2,False,4.115571252001122,Gold
46,+1-50151338,0,3,True,64.88569848491396,Silver
25,+1-66042253,2,1,True,70.09058971709453,Gold
32,+1-73732440,1,3,False,25.23274102531464,Silver
44,+1-77738265,0,0,False,27.261615270235907,None
63,+1-83357277,0,4,True,15.81304629801401,Gold
67,+1-66411757,0,3,False,27.244685692112466,Silver
69,+1-20518447,0,0,False,62.557705653296026,None
24,+1-52833123,0,3,False,5.037472641342615,Silver
20,+1-62771370,1,2,False,20.82757912804216,Silver
46,+1-03107132,0,3,False,62.65197029538759,None
61,+1-17284824,3,1,False,2.2088786721774682,Gold
41,+1-58711444,0,1,False,6.739214639628758,None
20,+1-37404030,0,2,True,21.575808203580173,Gold
37,+1-55073102,0,4,False,28.827597684068692,Silver
63,+1-67461354,0,1,False,36.84221342256031,None
32,+1-51678560,0,3,False,6.13545973769423,Silver
42,+1-85380120,0,1,True,27.327970224764687,Silver
47,+1-11658488,1,2,False,12.619431833187427,Silver
31,+1-18228676,1,4,False,11.411254677495236,Gold
24,+1-87314131,1,2,False,1.9484347212073856,Silver
34,+1-45071474,1,3,False,3.9715811275122443,Gold
61,+1-25007627,3,1,False,48.12914792801543,Silver
37,+1-70611146,1,3,False,18.30806641890744,Gold
53,+1-33886372,2,1,False,41.47624473069578,Silver
26,+1-26833002,0,1,True,51.04701764813026,Silver
55,+1-68315583,0,0,False,47.30533180545223,None
65,+1-72185780,1,2,True,119.24421474760996,None
39,+1-04866123,0,0,False,9.003426149865163,None
19,+1-18468453,0,3,False,2.266802366698201,Silver
41,+1-70048127,1,3,True,22.18528211777833,Gold
25,+1-42554451,1,4,False,99.1654914248147,None
28,+1-51210083,0,1,False,6.777584234492917,None
30,+1-46183073,2,0,False,23.550982328798973,Silver
34,+1-62844282,1,4,False,15.808982196167403,Gold
25,+1-18833587,1,0,False,29.321526940581844,None
38,+1-25652831,2,3,False,17.191762410581973,Gold
35,+1-82541082,0,4,False,133.9405373220887,None
47,+1-68857825,0,2,False,45.329617718466224,None
35,+1-46680543,0,4,True,44.48040195495926,Gold
63,+1-03630004,0,1,False,13.71485598171911,None
64,+1-68718344,1,3,False,43.4732752827238,Silver
48,+1-35013378,1,2,False,22.13019087844864,Silver
55,+1-35338358,0,3,False,58.406642984196395,None
49,+1-26601475,2,1,False,45.724027795151464,Silver
28,+1-62582564,0,3,False,33.27294784532229,None
62,+1-77562663,1,2,False,8.278684175224242,Gold
42,+1-32642555,1,4,False,25.579822774520704,Silver
50,+1-16635335,1,4,False,67.07014403887004,Silver
55,+1-86154577,1,4,False,29.342595262679065,Silver
58,+1-28568680,0,2,True,53.478030494940505,Silver
25,+1-02800471,0,4,False,22.884098011862715,Silver
28,+1-35033885,0,0,False,55.524753905312856,None
39,+1-73721547,2,0,False,26.280289914277446,Silver
68,+1-02634700,0,4,True,57.164319380054714,Gold
41,+1-68376148,0,1,False,19.207038836939695,None
58,+1-82216546,3,2,False,32.94225990804398,Gold
34,+1-34883512,0,1,False,1.771958272744542,None
29,+1-85741651,1,3,False,17.278038505921348,Gold
63,+1-57030105,2,1,True,4.503087157167146,Gold
49,+1-50337514,1,1,False,7.851324763113237,Silver
32,+1-33742305,3,1,False,23.381708850050387,Gold
33,+1-35148720,0,4,True,23.339398514955082,Gold
39,+1-27241044,0,3,True,48.18878966477523,Silver
45,+1-51811483,0,3,False,19.333731138696198,Silver
37,+1-51381033,0,4,False,86.64266350915533,None
50,+1-03213768,0,0,False,12.23706892477948,None
27,+1-70117381,3,0,False,18.431334497610617,Silver
57,+1-30258041,1,3,False,44.14206717624458,Silver
49,+1-63471243,0,2,False,32.10977676742823,None
67,+1-42875036,2,4,False,5.474605227219485,Gold
50,+1-43872536,1,1,False,21.956134784315648,None
19,+1-00568688,2,2,False,2.364196650842593,Gold
50,+1-76224660,3,0,False,4.851665649366887,Silver
50,+1-70314533,2,3,False,3.313780322053457,Gold
58,+1-63136035,1,0,False,2.9954217334694246,None
30,+1-77841218,1,3,True,4.747073374412973,Gold
47,+1-50266426,0,4,False,66.33890538655587,None
50,+1-45256711,2,3,True,34.949901970293254,Gold
30,+1-57400830,1,2,False,33.763543595674676,None
69,+1-71100805,3,2,False,67.86817924294726,Silver
43,+1-63433056,2,2,False,35.90024560119802,Silver
39,+1-67657282,0,2,False,28.16215896716626,None
56,+1-35725444,2,1,False,41.03009610103926,None
19,+1-86885537,1,0,False,35.90512476658251,None
55,+1-14010513,1,4,True,27.551520422045243,Gold
56,+1-46043667,0,4,False,3.41681179839586,Gold
43,+1-33442447,3,4,False,2.1833344763367526,Gold
63,+1-67417810,0,0,False,5.405563723089985,None
67,+1-52057855,0,3,False,29.13049736638078,Silver
32,+1-04268546,2,4,False,22.1387886804577,Gold
51,+1-84434623,1,4,False,23.727391543768842,Gold
59,+1-81784650,0,1,False,14.613275741519704,None
61,+1-78072574,1,4,False,51.93448649122881,Silver
66,+1-76668558,1,4,False,40.66314080301618,Silver
57,+1-56617536,0,3,False,1.5849168220133416,Silver
28,+1-70338530,2,4,False,6.70506289273259,Gold
20,+1-78447743,2,4,False,23.671766731674776,Gold
23,+1-54780885,2,0,False,6.369434748227371,Silver
26,+1-46788270,1,1,True,4.564626643539971,Gold
23,+1-64117420,0,0,False,0.287266580443782,None
26,+1-62613134,1,4,False,122.15868695288643,None
56,+1-71248483,1,1,True,7.8929308058539025,Gold
48,+1-48344334,0,3,False,16.46828910272286,Silver
49,+1-56501621,1,0,False,29.580011180765617,None
58,+1-53452022,2,3,False,8.480149253510488,Gold
67,+1-53613752,0,4,False,50.45355371040173,None
29,+1-12001287,0,4,False,26.93273389981468,None
25,+1-86646340,0,1,False,34.6352389873631,None
25,+1-32117078,0,3,False,5.005628817330811,Silver
67,+1-50648641,3,4,False,38.46984543680223,Gold
45,+1-31811108,0,3,False,1.6328304518511292,Silver
37,+1-71143177,0,3,False,11.61162655626043,Silver
64,+1-33838217,1,1,False,16.89247768100879,Silver
24,+1-21774854,0,1,False,2.998760833401887,None
28,+1-26836210,1,4,False,24.576574559293316,Gold
37,+1-54128260,2,4,False,12.50816920878807,Gold
33,+1-68767318,0,3,False,4.360666604463434,Silver
21,+1-23617748,2,0,False,10.083727492159865,None
23,+1-70848827,1,4,True,26.042544710500575,Gold
39,+1-66111136,0,3,False,7.659000372066795,Silver
43,+1-14687862,1,3,False,19.061655009050252,Gold
20,+1-06510335,0,2,True,35.175845081568156,Silver
58,+1-48786828,0,2,False,28.35145193459401,None
59,+1-18531248,0,0,False,43.32707823027463,None
31,+1-62317524,0,1,False,35.32704321317274,None
28,+1-40451242,2,0,True,19.87180458288392,Gold
35,+1-44787202,1,0,False,21.999376306492916,None
29,+1-08275287,0,4,False,9.224850411070179,Gold
40,+1-26417033,0,3,False,80.6608087743219,None
29,+1-43061247,1,0,False,69.66086113426418,None
30,+1-71858324,1,1,False,50.85228079411586,None
42,+1-43674866,0,3,False,4.841742733656325,Silver
62,+1-73540815,1,4,False,44.39324626928957,Silver
68,+1-72463403,1,2,False,78.73304938976392,None
36,+1-66354076,1,0,False,72.17482273692525,None
63,+1-46274113,0,3,False,70.63425658144585,None
53,+1-63815358,2,2,True,33.62053990413675,Gold
62,+1-88828224,0,4,False,8.639213533483984,Silver
25,+1-58073655,1,1,False,26.42447427608433,None
46,+1-63524128,1,4,False,10.01479864344559,Gold
49,+1-52144026,1,1,True,48.40335469497879,Silver
68,+1-84328667,0,1,False,5.668325629111497,None
61,+1-03440216,1,1,False,7.3155647035018285,Silver
35,+1-42700503,1,4,False,9.24030025314267,Gold
23,+1-50838856,0,0,True,27.063589715708797,Silver
35,+1-04253863,0,2,False,26.600042394999864,None
36,+1-51263684,0,3,False,23.908222750733657,None
39,+1-04517181,0,0,False,4.710048708350992,None
54,+1-27503420,0,0,False,18.67703441577837,None
49,+1-28106641,0,3,False,79.12861488566546,None
58,+1-04384138,2,3,False,83.5308495277932,Silver
20,+1-72712470,0,2,True,19.64450378573671,Gold
45,+1-30045054,0,0,False,9.130695101968902,None
27,+1-34781521,1,2,False,147.4892157765495,None
68,+1-03724448,0,0,True,7.452318975851643,Silver
52,+1-77001703,3,3,True,55.15367610871372,Gold
46,+1-81252388,1,1,False,10.47300114203107,None
32,+1-46876744,0,2,False,72.20884500821114,None
50,+1-40547715,1,2,False,3.7988341092369367,Silver
24,+1-52064474,0,1,False,11.406649816395333,None
29,+1-40146201,1,0,False,30.89925179977436,None
66,+1-28737825,0,1,False,2.9838080119915036,None
47,+1-76860845,0,1,False,14.91391186856422,None
38,+1-11334603,0,4,False,15.010407287729272,Silver
48,+1-87258766,0,0,False,21.47526534107851,None
41,+1-04615120,1,1,False,0.1094838664668502,None
37,+1-26437708,0,1,False,31.60407064258842,None
54,+1-81175214,3,4,True,15.795963711944845,Gold
21,+1-75287501,0,4,False,8.316033021181376,Silver
45,+1-31278531,1,4,False,6.929821340381009,Gold
61,+1-66843511,0,3,False,44.75409040875842,None
37,+1-86646848,2,2,True,10.11904353971046,Gold
41,+1-02631267,0,4,False,33.930625345829675,Silver
67,+1-85834088,2,0,False,0.29615756626518885,Silver
66,+1-82725472,2,3,False,105.49537861658858,None
68,+1-08821375,0,2,False,2.5141128622529303,None
49,+1-07454423,2,3,False,15.552087887340837,Gold
58,+1-41513036,0,4,False,33.04480688754407,Silver
53,+1-71206374,0,1,False,29.36576370957964,None
51,+1-85100802,0,1,True,66.90892406030004,None
53,+1-13003367,0,3,False,104.91508506802836,None
19,+1-77808706,1,2,False,38.162739820798926,Silver
32,+1-83808534,0,2,False,30.547572265145362,None
51,+1-63721051,0,0,False,3.105950670663861,None
53,+1-73833774,1,4,False,17.428387283709515,Gold
23,+1-21884762,0,1,False,6.210361379776249,None
56,+1-48326747,3,2,False,14.32317397525883,Gold
59,+1-48648473,1,0,False,4.572324559261949,None
68,+1-85522305,1,3,False,46.16316194273926,Silver
68,+1-03657387,0,0,False,21.59330615174462,None
29,+1-45450383,0,1,False,3.515172252771168,None
20,+1-15126308,3,4,False,22.0695317795514,Gold
62,+1-58248510,0,0,False,11.987559731360925,None
35,+1-80404466,0,3,False,20.875939293779172,None
57,+1-08046710,0,0,False,8.906047939447648,None
38,+1-33500245,2,3,True,42.36443864087945,Gold
32,+1-44810586,2,0,False,0.24481285008258494,Silver
50,+1-74352038,0,1,False,4.532451946243179,None
52,+1-30362503,0,2,False,25.41304605835128,None
43,+1-20234511,2,4,False,31.348257371046767,Gold
25,+1-54024108,0,3,False,1.274770359371386,Silver
53,+1-41326036,0,1,True,32.924886363653364,Silver
65,+1-43317318,0,3,False,6.752288634113193,Silver
47,+1-62600333,0,2,True,4.787962840003724,Gold
40,+1-85251162,2,3,False,0.6097093007548564,Gold
59,+1-62133285,0,2,False,20.302337891451884,None
61,+1-45743643,2,2,False,41.872833567919905,Silver
31,+1-43770231,0,3,False,27.150935269365995,Silver
31,+1-47186571,1,1,False,60.246658072961374,None
19,+1-43702743,0,0,False,22.914674456003283,None
54,+1-54243006,1,1,False,0.27075338884142547,Silver
22,+1-30507826,2,1,False,57.874395855393416,None
55,+1-42466873,2,1,False,75.32534591665706,None
62,+1-44166883,0,3,False,61.97368380493983,None
58,+1-46677183,2,0,False,6.327730375387518,Silver
64,+1-00464260,1,0,False,139.84356485967288,None
31,+1-01083646,0,2,False,97.56504308465352,None
56,+1-60021626,2,0,False,58.21673134665703,None
42,+1-80258427,1,1,False,26.119427959263216,Silver
37,+1-45130303,1,3,False,6.624892483832172,Gold
19,+1-15578702,2,0,False,6.459517561178579,Silver
56,+1-50750157,0,2,False,21.945644416744937,None
23,+1-40133616,1,0,False,66.91910827746447,None
34,+1-66255308,3,3,False,14.48108709607398,Gold
42,+1-18706284,1,1,False,20.43647310774103,None
45,+1-27266604,1,0,False,16.300224368260537,None
19,+1-06760226,0,3,False,40.219212040216675,None
52,+1-32554524,0,2,False,3.1274157385166377,None
54,+1-83142233,1,1,True,38.20018714460465,Silver
22,+1-46368243,1,2,False,46.1641646311103,None
18,+1-84106078,2,4,False,37.67493216558202,Gold
57,+1-68562825,2,2,False,33.90837226915733,Silver
29,+1-38083400,0,2,False,14.84550904438996,None
53,+1-50126148,1,0,False,19.82525299725428,None
62,+1-77108386,0,0,False,7.141692912626523,None
40,+1-58304550,0,2,False,35.35125195701952,None
64,+1-67411466,2,3,False,7.035630877784463,Gold
48,+1-32861012,1,4,False,24.491213257508868,Gold
28,+1-42836320,3,0,False,41.224624813591724,Silver
27,+1-80004660,1,1,True,6.117144470175201,Gold
20,+1-58538233,1,3,True,9.47682407627585,Gold
31,+1-35682770,0,0,False,17.344277913208764,None
33,+1-44771210,0,1,False,31.25153385603608,None
27,+1-15050175,1,1,False,11.712754017104249,None
46,+1-80468833,0,2,True,5.874126622123979,Gold
27,+1-32746582,1,4,False,5.07336662604725,Gold
29,+1-52121162,0,0,False,9.144493854812765,None
47,+1-71628681,0,2,True,15.556109219266483,Gold
58,+1-54133764,0,2,True,2.926570191130935,Gold
18,+1-80347242,1,4,False,91.18861561825595,None
22,+1-62616845,3,3,False,206.42739725130207,None
37,+1-24427520,3,2,False,61.49193094907499,Silver
25,+1-01460035,2,3,True,52.70754067168306,Gold
60,+1-80487618,3,4,False,16.81773990459496,Gold
29,+1-78882608,0,2,True,12.332282148578187,Gold
18,+1-82475826,0,0,True,17.014458774231475,None
37,+1-54343265,0,3,True,0.5719359002556073,Gold
45,+1-38008614,1,4,True,5.2215624740959194,Gold
60,+1-30855317,2,1,True,23.718071324025463,Gold
54,+1-72664473,2,2,False,78.57003353039079,None
64,+1-00830161,2,2,False,78.64533903328186,None
54,+1-08433020,1,2,True,37.59455247444823,Gold
29,+1-44874461,0,0,True,19.901750624251143,Silver
54,+1-60450880,0,0,True,9.343217516345975,Silver
66,+1-37178808,1,1,False,16.034498918664575,Silver
66,+1-37825205,0,2,False,125.83958260718259,None
61,+1-42313325,0,4,False,58.39201976911984,None
45,+1-08222671,0,0,False,19.879046547347347,None
64,+1-04725253,1,0,True,57.636820691712764,Silver
32,+1-60048437,1,1,True,41.292560110019096,Gold
23,+1-40634561,2,4,False,15.502152883620555,Gold
61,+1-02035436,0,3,False,20.4416427777118,None
37,+1-52840547,2,0,False,18.682564282039884,None
67,+1-30177451,1,4,False,0.4385980668818737,Gold
31,+1-85825480,0,3,False,11.629800177899648,Silver
19,+1-84076514,0,0,True,1.185984254269275,Silver
26,+1-21081068,0,0,False,64.86324560132877,None
54,+1-57686508,0,4,False,26.496224571240095,Silver
37,+1-41732042,0,0,False,15.529063297091296,None
43,+1-38647516,0,3,True,3.149042009670906,Gold
46,+1-02004522,1,0,False,1.245223013736046,None
18,+1-20402552,0,2,True,8.878237759149895,Gold
52,+1-87244424,1,3,False,15.115856327484126,Silver
23,+1-43318604,0,4,False,27.398144395971094,Silver
54,+1-15615283,0,4,False,13.01800955009743,Silver
22,+1-22187481,0,0,True,19.68759889769192,Silver
50,+1-56528777,0,3,True,34.17487480267238,Gold
66,+1-80713050,0,4,False,1.3410991434914894,Silver
68,+1-48083275,1,2,True,22.32342082530241,Gold
31,+1-68412236,1,1,False,10.055261869462894,None
29,+1-52637668,0,2,False,45.70214849255318,None
59,+1-70623547,1,2,False,11.698936413897943,Silver
37,+1-14424348,0,3,False,5.582856055245629,Silver
67,+1-60283352,2,0,False,46.73665643601691,None
41,+1-28464577,0,4,False,43.93238597820042,None
60,+1-18562356,1,0,True,18.70463645447133,Gold
51,+1-54164831,0,3,False,6.109828338254822,Silver
42,+1-66042886,1,3,False,19.21437409365713,Gold
67,+1-81702777,2,4,False,17.494082400343245,Gold
46,+1-61281602,0,2,False,4.773129193799806,Silver
56,+1-05304316,1,3,False,13.526342503915183,Gold
48,+1-73825665,1,4,False,50.5568342791819,Silver
64,+1-80883426,1,2,True,20.976626845840826,Gold
60,+1-17858522,0,1,False,4.157613616881012,None
67,+1-14354532,0,1,False,64.7633436962014,None
40,+1-04544533,0,3,False,40.87879604407393,None
61,+1-77264421,0,4,True,23.504837202016503,Gold
55,+1-26213460,2,1,False,9.335030803374309,Gold
37,+1-72534512,2,0,False,3.0526430998324816,Silver
40,+1-77071740,3,0,False,40.20235933263153,Silver
